season,date,team1,team2,toss_winner,toss_decision,winner,venue
2016/17,9/30/2016,Pakistan,West Indies,West Indies,field,Pakistan,Sharjah Cricket Stadium
2016/17,9/30/2016,South Africa,Australia,South Africa,field,South Africa,SuperSport Park
2016/17,9/28/2016,Bangladesh,Afghanistan,Afghanistan,field,Afghanistan,Shere Bangla National Stadium
2016/17,9/27/2016,Australia,Ireland,Ireland,bat,Australia,Willowmoore Park
2016/17,9/25/2016,Bangladesh,Afghanistan,Bangladesh,bat,Bangladesh,Shere Bangla National Stadium
2016/17,9/25/2016,South Africa,Ireland,Ireland,field,South Africa,Willowmoore Park
2016,9/10/2016,Scotland,Hong Kong,Scotland,bat,Scotland,"Grange Cricket Club Ground, Raeburn Place"
2016,9/8/2016,Scotland,Hong Kong,Hong Kong,field,,"Grange Cricket Club Ground, Raeburn Place"
2016,9/4/2016,Sri Lanka,Australia,Sri Lanka,bat,Australia,Pallekele International Cricket Stadium
2016,9/4/2016,England,Pakistan,Pakistan,field,Pakistan,Sophia Gardens
2016,9/1/2016,England,Pakistan,Pakistan,bat,England,Headingley
2016,8/31/2016,Sri Lanka,Australia,Sri Lanka,bat,Australia,Rangiri Dambulla International Stadium
2016,8/30/2016,England,Pakistan,England,bat,England,Trent Bridge
2016,8/28/2016,Sri Lanka,Australia,Sri Lanka,bat,Australia,Rangiri Dambulla International Stadium
2016,8/27/2016,England,Pakistan,Pakistan,bat,England,Lord's
2016,8/24/2016,England,Pakistan,Pakistan,bat,England,The Rose Bowl
2016,8/24/2016,Sri Lanka,Australia,Sri Lanka,bat,Sri Lanka,R Premadasa Stadium
2016,8/21/2016,Sri Lanka,Australia,Australia,field,Australia,R Premadasa Stadium
2016,8/18/2016,Ireland,Pakistan,Ireland,field,Pakistan,"The Village, Malahide"
2016,8/16/2016,Scotland,United Arab Emirates,United Arab Emirates,bat,Scotland,"Grange Cricket Club Ground, Raeburn Place"
2016,8/14/2016,Scotland,United Arab Emirates,United Arab Emirates,field,Scotland,"Grange Cricket Club Ground, Raeburn Place"
2016,7/19/2016,Ireland,Afghanistan,Afghanistan,field,Ireland,"Civil Service Cricket Club, Stormont"
2016,7/17/2016,Ireland,Afghanistan,Afghanistan,bat,Afghanistan,"Civil Service Cricket Club, Stormont"
2016,7/12/2016,Ireland,Afghanistan,Ireland,field,Afghanistan,"Civil Service Cricket Club, Stormont"
2016,7/6/2016,Scotland,Afghanistan,Afghanistan,bat,Afghanistan,"Grange Cricket Club Ground, Raeburn Place"
2016,7/4/2016,Scotland,Afghanistan,Scotland,field,,"Grange Cricket Club Ground, Raeburn Place"
2016,7/2/2016,England,Sri Lanka,Sri Lanka,field,England,Sophia Gardens
2016,6/29/2016,England,Sri Lanka,England,field,England,Kennington Oval
2016,6/26/2016,West Indies,Australia,Australia,bat,Australia,"Kensington Oval, Bridgetown"
2016,6/26/2016,England,Sri Lanka,England,field,,County Ground
2016,6/24/2016,England,Sri Lanka,Sri Lanka,bat,England,Edgbaston
2016,6/24/2016,West Indies,South Africa,South Africa,field,West Indies,"Kensington Oval, Bridgetown"
2016,6/21/2016,England,Sri Lanka,England,field,,Trent Bridge
2016,6/21/2016,West Indies,Australia,Australia,field,Australia,"Kensington Oval, Bridgetown"
2016,6/19/2016,Australia,South Africa,Australia,field,,"Kensington Oval, Bridgetown"
2016,6/18/2016,Ireland,Sri Lanka,Ireland,field,Sri Lanka,"The Village, Malahide"
2016,6/15/2016,West Indies,South Africa,West Indies,field,South Africa,"Warner Park, Basseterre"
2016,6/15/2016,Zimbabwe,India,Zimbabwe,bat,India,Harare Sports Club
2016,6/13/2016,West Indies,Australia,West Indies,field,West Indies,"Warner Park, Basseterre"
2016,6/13/2016,Zimbabwe,India,India,field,India,Harare Sports Club
2016,6/11/2016,Zimbabwe,India,India,field,India,Harare Sports Club
2016,6/11/2016,Australia,South Africa,Australia,bat,Australia,"Warner Park, Basseterre"
2016,6/7/2016,Australia,South Africa,South Africa,bat,South Africa,Providence Stadium
2016,6/5/2016,West Indies,Australia,Australia,field,Australia,Providence Stadium
2016,6/3/2016,West Indies,South Africa,South Africa,bat,West Indies,Providence Stadium
2015/16,2/14/2016,South Africa,England,South Africa,field,South Africa,Newlands
2015/16,2/12/2016,South Africa,England,South Africa,field,South Africa,New Wanderers Stadium
2015/16,2/9/2016,South Africa,England,England,bat,South Africa,SuperSport Park
2015/16,2/8/2016,New Zealand,Australia,Australia,field,New Zealand,Seddon Park
2015/16,2/6/2016,South Africa,England,South Africa,bat,England,St George's Park
2015/16,2/6/2016,New Zealand,Australia,New Zealand,bat,Australia,Westpac Stadium
2015/16,2/3/2016,South Africa,England,England,bat,England,Mangaung Oval
2015/16,2/3/2016,New Zealand,Australia,Australia,field,New Zealand,Eden Park
2015/16,1/31/2016,New Zealand,Pakistan,Pakistan,bat,New Zealand,Eden Park
2015/16,1/25/2016,New Zealand,Pakistan,Pakistan,field,New Zealand,Basin Reserve
2015/16,1/23/2016,Australia,India,India,field,India,Sydney Cricket Ground
2015/16,1/20/2016,Australia,India,Australia,bat,Australia,Manuka Oval
2015/16,1/17/2016,Australia,India,Australia,field,Australia,Melbourne Cricket Ground
2015/16,1/15/2016,Australia,India,India,bat,Australia,"Brisbane Cricket Ground, Woolloongabba"
2015/16,1/12/2016,Australia,India,India,bat,Australia,Western Australia Cricket Association Ground
2015/16,1/6/2016,Afghanistan,Zimbabwe,Zimbabwe,bat,Afghanistan,Sharjah Cricket Stadium
2015/16,1/5/2016,New Zealand,Sri Lanka,Sri Lanka,field,New Zealand,Bay Oval
2015/16,1/4/2016,Afghanistan,Zimbabwe,Zimbabwe,bat,Zimbabwe,Sharjah Cricket Stadium
2015/16,1/2/2016,Afghanistan,Zimbabwe,Zimbabwe,bat,Zimbabwe,Sharjah Cricket Stadium
2015/16,1/2/2016,New Zealand,Sri Lanka,Sri Lanka,field,,Saxton Oval
2015/16,12/31/2015,New Zealand,Sri Lanka,New Zealand,bat,Sri Lanka,Saxton Oval
2015/16,12/29/2015,Afghanistan,Zimbabwe,Zimbabwe,bat,Afghanistan,Sharjah Cricket Stadium
2015/16,12/28/2015,New Zealand,Sri Lanka,Sri Lanka,bat,New Zealand,Hagley Oval
2015/16,12/26/2015,New Zealand,Sri Lanka,Sri Lanka,bat,New Zealand,Hagley Oval
2015/16,12/25/2015,Afghanistan,Zimbabwe,Afghanistan,bat,Afghanistan,Sharjah Cricket Stadium
2015/16,11/20/2015,England,Pakistan,England,bat,England,Dubai International Cricket Stadium
2015/16,11/17/2015,England,Pakistan,Pakistan,bat,England,Sharjah Cricket Stadium
2015/16,11/16/2015,United Arab Emirates,Hong Kong,Hong Kong,bat,Hong Kong,ICC Academy
2015/16,11/13/2015,England,Pakistan,England,bat,England,Sheikh Zayed Stadium
2015/16,11/11/2015,Bangladesh,Zimbabwe,Bangladesh,bat,Bangladesh,Shere Bangla National Stadium
2015/16,11/11/2015,England,Pakistan,England,bat,Pakistan,Sheikh Zayed Stadium
2015/16,11/9/2015,Bangladesh,Zimbabwe,Zimbabwe,field,Bangladesh,Shere Bangla National Stadium
2015/16,11/7/2015,Sri Lanka,West Indies,Sri Lanka,field,Sri Lanka,Pallekele International Cricket Stadium
2015/16,11/7/2015,Bangladesh,Zimbabwe,Zimbabwe,field,Bangladesh,Shere Bangla National Stadium
2015/16,11/4/2015,Sri Lanka,West Indies,West Indies,bat,Sri Lanka,R Premadasa Stadium
2015/16,11/1/2015,Sri Lanka,West Indies,Sri Lanka,field,Sri Lanka,R Premadasa Stadium
2015/16,10/25/2015,India,South Africa,South Africa,bat,South Africa,Wankhede Stadium
2015/16,10/22/2015,India,South Africa,India,bat,India,"MA Chidambaram Stadium, Chepauk"
2015/16,10/22/2015,Zimbabwe,Afghanistan,Zimbabwe,bat,Afghanistan,Queens Sports Club
2015/16,10/18/2015,India,South Africa,South Africa,bat,South Africa,Saurashtra Cricket Association Stadium
2015/16,10/18/2015,Zimbabwe,Afghanistan,Afghanistan,bat,Afghanistan,Queens Sports Club
2015/16,10/16/2015,Zimbabwe,Afghanistan,Afghanistan,bat,Zimbabwe,Queens Sports Club
2015/16,10/14/2015,India,South Africa,India,bat,India,Holkar Cricket Stadium
2015/16,10/13/2015,Zimbabwe,Ireland,Ireland,field,Ireland,Harare Sports Club
2015/16,10/11/2015,India,South Africa,South Africa,bat,South Africa,Green Park
2015/16,10/11/2015,Zimbabwe,Ireland,Zimbabwe,field,Zimbabwe,Harare Sports Club
2015/16,10/9/2015,Zimbabwe,Ireland,Zimbabwe,field,Zimbabwe,Harare Sports Club
2015/16,10/5/2015,Zimbabwe,Pakistan,Pakistan,field,Pakistan,Harare Sports Club
2015/16,10/3/2015,Zimbabwe,Pakistan,Pakistan,field,Zimbabwe,Harare Sports Club
2015/16,10/1/2015,Zimbabwe,Pakistan,Zimbabwe,field,Pakistan,Harare Sports Club
2015,9/13/2015,England,Australia,England,bat,Australia,Old Trafford
2015,9/11/2015,England,Australia,Australia,bat,England,Headingley
2015,9/8/2015,England,Australia,England,bat,England,Old Trafford
2015,9/5/2015,England,Australia,England,field,Australia,Lord's
2015,9/3/2015,England,Australia,Australia,bat,Australia,The Rose Bowl
2015,8/27/2015,Ireland,Australia,Australia,bat,Australia,"Civil Service Cricket Club, Stormont"
2015,8/26/2015,South Africa,New Zealand,South Africa,bat,South Africa,Kingsmead
2015,8/23/2015,South Africa,New Zealand,South Africa,bat,New Zealand,Senwes Park
2015,8/19/2015,South Africa,New Zealand,New Zealand,field,South Africa,SuperSport Park
2015,8/7/2015,Zimbabwe,New Zealand,Zimbabwe,field,New Zealand,Harare Sports Club
2015,8/4/2015,Zimbabwe,New Zealand,Zimbabwe,bat,New Zealand,Harare Sports Club
2015,8/2/2015,Zimbabwe,New Zealand,Zimbabwe,field,Zimbabwe,Harare Sports Club
2015,7/26/2015,Sri Lanka,Pakistan,Sri Lanka,bat,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
2015,7/22/2015,Sri Lanka,Pakistan,Sri Lanka,bat,Pakistan,R Premadasa Stadium
2015,7/19/2015,Sri Lanka,Pakistan,Pakistan,bat,Pakistan,R Premadasa Stadium
2015,7/15/2015,Bangladesh,South Africa,South Africa,bat,Bangladesh,Zahur Ahmed Chowdhury Stadium
2015,7/15/2015,Sri Lanka,Pakistan,Pakistan,bat,Sri Lanka,Pallekele International Cricket Stadium
2015,7/14/2015,Zimbabwe,India,Zimbabwe,field,India,Harare Sports Club
2015,7/12/2015,Zimbabwe,India,Zimbabwe,field,India,Harare Sports Club
2015,7/12/2015,Bangladesh,South Africa,South Africa,bat,Bangladesh,Shere Bangla National Stadium
2015,7/11/2015,Sri Lanka,Pakistan,Pakistan,field,Pakistan,Rangiri Dambulla International Stadium
2015,7/10/2015,Bangladesh,South Africa,Bangladesh,bat,South Africa,Shere Bangla National Stadium
2015,7/10/2015,Zimbabwe,India,Zimbabwe,field,India,Harare Sports Club
2015,6/24/2015,Bangladesh,India,Bangladesh,field,India,Shere Bangla National Stadium
2015,6/21/2015,Bangladesh,India,India,bat,Bangladesh,Shere Bangla National Stadium
2015,6/20/2015,England,New Zealand,England,field,England,Riverside Ground
2015,6/18/2015,Bangladesh,India,Bangladesh,bat,Bangladesh,Shere Bangla National Stadium
2015,6/17/2015,England,New Zealand,New Zealand,bat,England,Trent Bridge
2015,6/14/2015,England,New Zealand,England,bat,New Zealand,The Rose Bowl
2015,6/12/2015,England,New Zealand,New Zealand,bat,New Zealand,Kennington Oval
2015,6/9/2015,England,New Zealand,New Zealand,field,England,Edgbaston
2015,5/31/2015,Pakistan,Zimbabwe,Pakistan,bat,,Gaddafi Stadium
2015,5/29/2015,Pakistan,Zimbabwe,Pakistan,field,Pakistan,Gaddafi Stadium
2015,5/26/2015,Pakistan,Zimbabwe,Pakistan,bat,Pakistan,Gaddafi Stadium
2015,5/8/2015,Ireland,England,England,field,,"The Village, Malahide"
2015,4/22/2015,Bangladesh,Pakistan,Pakistan,bat,Bangladesh,Shere Bangla National Stadium
2015,4/19/2015,Bangladesh,Pakistan,Pakistan,bat,Bangladesh,Shere Bangla National Stadium
2015,4/17/2015,Bangladesh,Pakistan,Bangladesh,bat,Bangladesh,Shere Bangla National Stadium
2014/15,3/29/2015,Australia,New Zealand,New Zealand,bat,Australia,Melbourne Cricket Ground
2014/15,3/26/2015,Australia,India,Australia,bat,Australia,Sydney Cricket Ground
2014/15,3/24/2015,New Zealand,South Africa,South Africa,bat,New Zealand,Eden Park
2014/15,3/21/2015,New Zealand,West Indies,New Zealand,bat,New Zealand,Westpac Stadium
2014/15,3/20/2015,Australia,Pakistan,Pakistan,bat,Australia,Adelaide Oval
2014/15,3/19/2015,Bangladesh,India,India,bat,India,Melbourne Cricket Ground
2014/15,3/18/2015,South Africa,Sri Lanka,Sri Lanka,bat,South Africa,Sydney Cricket Ground
2014/15,3/15/2015,Ireland,Pakistan,Ireland,bat,Pakistan,Adelaide Oval
2014/15,3/15/2015,United Arab Emirates,West Indies,West Indies,field,West Indies,McLean Park
2014/15,3/14/2015,India,Zimbabwe,India,field,India,Eden Park
2014/15,3/14/2015,Australia,Scotland,Australia,field,Australia,Bellerive Oval
2014/15,3/13/2015,New Zealand,Bangladesh,New Zealand,field,New Zealand,Seddon Park
2014/15,3/13/2015,Afghanistan,England,England,field,England,Sydney Cricket Ground
2014/15,3/12/2015,South Africa,United Arab Emirates,United Arab Emirates,field,South Africa,Westpac Stadium
2014/15,3/11/2015,Scotland,Sri Lanka,Sri Lanka,bat,Sri Lanka,Bellerive Oval
2014/15,3/10/2015,India,Ireland,Ireland,bat,India,Seddon Park
2014/15,3/9/2015,Bangladesh,England,England,field,Bangladesh,Adelaide Oval
2014/15,3/8/2015,Australia,Sri Lanka,Australia,bat,Australia,Sydney Cricket Ground
2014/15,3/8/2015,New Zealand,Afghanistan,Afghanistan,bat,New Zealand,McLean Park
2014/15,3/7/2015,Ireland,Zimbabwe,Zimbabwe,field,Ireland,Bellerive Oval
2014/15,3/7/2015,Pakistan,South Africa,South Africa,field,Pakistan,Eden Park
2014/15,3/6/2015,India,West Indies,West Indies,bat,India,Western Australia Cricket Association Ground
2014/15,3/5/2015,Bangladesh,Scotland,Bangladesh,field,Bangladesh,Saxton Oval
2014/15,3/4/2015,Pakistan,United Arab Emirates,United Arab Emirates,field,Pakistan,McLean Park
2014/15,3/4/2015,Australia,Afghanistan,Afghanistan,field,Australia,Western Australia Cricket Association Ground
2014/15,3/3/2015,Ireland,South Africa,South Africa,bat,South Africa,Manuka Oval
2014/15,3/1/2015,Pakistan,Zimbabwe,Pakistan,bat,Pakistan,"Brisbane Cricket Ground, Woolloongabba"
2014/15,3/1/2015,England,Sri Lanka,England,bat,Sri Lanka,Westpac Stadium
2014/15,2/28/2015,India,United Arab Emirates,United Arab Emirates,bat,India,Western Australia Cricket Association Ground
2014/15,2/28/2015,New Zealand,Australia,Australia,bat,New Zealand,Eden Park
2014/15,2/27/2015,South Africa,West Indies,South Africa,bat,South Africa,Sydney Cricket Ground
2014/15,2/26/2015,Afghanistan,Scotland,Afghanistan,field,Afghanistan,University Oval
2014/15,2/26/2015,Bangladesh,Sri Lanka,Sri Lanka,bat,Sri Lanka,Melbourne Cricket Ground
2014/15,2/25/2015,Ireland,United Arab Emirates,Ireland,field,Ireland,"Brisbane Cricket Ground, Woolloongabba"
2014/15,2/24/2015,West Indies,Zimbabwe,West Indies,bat,West Indies,Manuka Oval
2014/15,2/23/2015,England,Scotland,Scotland,field,England,Hagley Oval
2014/15,2/22/2015,Afghanistan,Sri Lanka,Sri Lanka,field,Sri Lanka,University Oval
2014/15,2/22/2015,India,South Africa,India,bat,India,Melbourne Cricket Ground
2014/15,2/21/2015,Pakistan,West Indies,Pakistan,field,West Indies,Hagley Oval
2014/15,2/20/2015,New Zealand,England,England,bat,New Zealand,Westpac Stadium
2014/15,2/19/2015,United Arab Emirates,Zimbabwe,Zimbabwe,field,Zimbabwe,Saxton Oval
2014/15,2/18/2015,Afghanistan,Bangladesh,Bangladesh,bat,Bangladesh,Manuka Oval
2014/15,2/17/2015,New Zealand,Scotland,New Zealand,field,New Zealand,University Oval
2014/15,2/16/2015,Ireland,West Indies,Ireland,field,Ireland,Saxton Oval
2014/15,2/15/2015,India,Pakistan,India,bat,India,Adelaide Oval
2014/15,2/15/2015,South Africa,Zimbabwe,Zimbabwe,field,South Africa,Seddon Park
2014/15,2/14/2015,New Zealand,Sri Lanka,Sri Lanka,field,New Zealand,Hagley Oval
2014/15,2/14/2015,Australia,England,England,field,Australia,Melbourne Cricket Ground
2014/15,2/3/2015,New Zealand,Pakistan,New Zealand,bat,New Zealand,McLean Park
2014/15,2/1/2015,Australia,England,England,field,Australia,Western Australia Cricket Association Ground
2014/15,1/31/2015,New Zealand,Pakistan,New Zealand,field,New Zealand,Westpac Stadium
2014/15,1/30/2015,England,India,England,field,England,Western Australia Cricket Association Ground
2014/15,1/29/2015,New Zealand,Sri Lanka,Sri Lanka,bat,Sri Lanka,Westpac Stadium
2014/15,1/28/2015,South Africa,West Indies,West Indies,field,South Africa,SuperSport Park
2014/15,1/26/2015,Australia,India,Australia,field,,Sydney Cricket Ground
2014/15,1/25/2015,New Zealand,Sri Lanka,New Zealand,bat,New Zealand,University Oval
2014/15,1/25/2015,South Africa,West Indies,West Indies,field,West Indies,St George's Park
2014/15,1/23/2015,Australia,England,Australia,field,Australia,Bellerive Oval
2014/15,1/23/2015,New Zealand,Sri Lanka,Sri Lanka,field,New Zealand,University Oval
2014/15,1/21/2015,South Africa,West Indies,West Indies,bat,South Africa,Buffalo Park
2014/15,1/20/2015,England,India,India,bat,England,"Brisbane Cricket Ground, Woolloongabba"
2014/15,1/20/2015,New Zealand,Sri Lanka,Sri Lanka,bat,New Zealand,Saxton Oval
2014/15,1/18/2015,Australia,India,India,bat,Australia,Melbourne Cricket Ground
2014/15,1/18/2015,South Africa,West Indies,West Indies,field,South Africa,New Wanderers Stadium
2014/15,1/17/2015,New Zealand,Sri Lanka,Sri Lanka,field,,Eden Park
2014/15,1/17/2015,Afghanistan,Ireland,Ireland,field,Afghanistan,Dubai International Cricket Stadium
2014/15,1/16/2015,Australia,England,England,bat,Australia,Sydney Cricket Ground
2014/15,1/16/2015,South Africa,West Indies,South Africa,bat,South Africa,Kingsmead
2014/15,1/15/2015,New Zealand,Sri Lanka,New Zealand,bat,Sri Lanka,Seddon Park
2014/15,1/14/2015,Afghanistan,Scotland,Scotland,bat,Scotland,Sheikh Zayed Stadium
2014/15,1/12/2015,Ireland,Scotland,Ireland,field,Ireland,Dubai International Cricket Stadium
2014/15,1/11/2015,New Zealand,Sri Lanka,Sri Lanka,bat,New Zealand,Hagley Oval
2014/15,1/8/2015,Afghanistan,Scotland,Afghanistan,field,Afghanistan,ICC Academy
2014/15,12/19/2014,New Zealand,Pakistan,New Zealand,bat,New Zealand,Sheikh Zayed Stadium
2014/15,12/17/2014,New Zealand,Pakistan,New Zealand,bat,New Zealand,Sheikh Zayed Stadium
2014/15,12/16/2014,Sri Lanka,England,Sri Lanka,bat,Sri Lanka,R Premadasa Stadium
2014/15,12/14/2014,New Zealand,Pakistan,Pakistan,bat,Pakistan,Sharjah Cricket Stadium
2014/15,12/13/2014,Sri Lanka,England,Sri Lanka,bat,Sri Lanka,Pallekele International Cricket Stadium
2014/15,12/12/2014,New Zealand,Pakistan,Pakistan,bat,New Zealand,Sharjah Cricket Stadium
2014/15,12/11/2014,Sri Lanka,England,England,field,England,Pallekele International Cricket Stadium
2014/15,12/8/2014,New Zealand,Pakistan,Pakistan,field,Pakistan,Dubai International Cricket Stadium
2014/15,12/7/2014,Sri Lanka,England,England,bat,Sri Lanka,R Premadasa Stadium
2014/15,12/3/2014,Sri Lanka,England,Sri Lanka,bat,England,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
2014/15,12/1/2014,Bangladesh,Zimbabwe,Zimbabwe,bat,Bangladesh,Shere Bangla National Stadium
2014/15,11/30/2014,United Arab Emirates,Afghanistan,United Arab Emirates,field,United Arab Emirates,ICC Academy
2014/15,11/29/2014,Sri Lanka,England,England,bat,Sri Lanka,R Premadasa Stadium
2014/15,11/28/2014,Bangladesh,Zimbabwe,Bangladesh,bat,Bangladesh,Shere Bangla National Stadium
2014/15,11/28/2014,United Arab Emirates,Afghanistan,Afghanistan,bat,United Arab Emirates,ICC Academy
2014/15,11/26/2014,Bangladesh,Zimbabwe,Zimbabwe,field,Bangladesh,Shere Bangla National Stadium
2014/15,11/26/2014,Sri Lanka,England,England,field,Sri Lanka,R Premadasa Stadium
2014/15,11/23/2014,Australia,South Africa,South Africa,bat,Australia,Sydney Cricket Ground
2014/15,11/23/2014,Bangladesh,Zimbabwe,Bangladesh,bat,Bangladesh,Zahur Ahmed Chowdhury Stadium
2014/15,11/21/2014,Australia,South Africa,South Africa,bat,Australia,Melbourne Cricket Ground
2014/15,11/21/2014,Bangladesh,Zimbabwe,Zimbabwe,field,Bangladesh,Zahur Ahmed Chowdhury Stadium
2014/15,11/19/2014,Australia,South Africa,Australia,bat,Australia,Manuka Oval
